insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-01618,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.186,10,145,-1,0,107,0,0
HIST-01619,ACCESS_REIMBURSEMENT,1,1,US-East,0.123,1,216,0,0,165,0,0
HIST-01620,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.526,2,308,0,0,200,0,0
HIST-01621,UNMET_NEED,2,0,US-East,0.452,10,228,1,0,135,1,0
HIST-01622,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.296,3,242,1,0,271,0,0
HIST-01623,UNMET_NEED,3,0,APAC,0.392,1,268,-1,0,203,1,0
HIST-01624,CLINICAL_TRIAL_EXPERIENCE,2,1,US-West,0.204,3,197,-1,0,118,0,1
HIST-01625,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-East,0.489,5,22,1,0,39,0,1
HIST-01626,ACCESS_REIMBURSEMENT,2,0,EMEA,0.035,8,306,1,0,156,1,1
HIST-01627,COMPETITIVE_LANDSCAPE,3,0,APAC,0.282,8,142,0,0,158,0,1
HIST-01628,DIAGNOSTIC_MONITORING,2,0,US-East,0.062,3,340,-1,0,99,1,1
HIST-01629,ACCESS_REIMBURSEMENT,3,0,US-West,0.738,1,14,-1,0,325,1,0
HIST-01630,EFFICACY_REAL_WORLD,1,1,APAC,0.424,5,117,-1,0,146,0,0
HIST-01631,EFFICACY_REAL_WORLD,3,0,US-West,0.116,0,131,0,0,170,1,0
HIST-01632,UNMET_NEED,2,0,US-East,0.14,0,70,-1,0,256,0,0
HIST-01633,DOSING_ADMINISTRATION,2,0,US-East,0.464,3,357,-1,0,97,0,0
HIST-01634,CLINICAL_TRIAL_EXPERIENCE,2,1,APAC,0.285,4,356,-1,0,160,1,0
HIST-01635,EFFICACY_REAL_WORLD,2,0,APAC,0.421,5,389,0,0,171,1,0
HIST-01636,DOSING_ADMINISTRATION,2,0,US-West,0.231,0,319,-1,0,312,1,0
HIST-01637,DIAGNOSTIC_MONITORING,2,0,EMEA,0.09,4,178,-1,0,216,1,0
HIST-01638,EFFICACY_REAL_WORLD,2,0,EMEA,0.294,3,206,1,0,300,0,1
HIST-01639,UNMET_NEED,2,1,APAC,0.328,1,162,-1,0,169,0,0
HIST-01640,PATIENT_SELECTION_POSITIONING,1,1,APAC,0.284,0,228,-1,0,225,0,0
HIST-01641,ACCESS_REIMBURSEMENT,3,0,EMEA,0.436,0,204,0,0,146,0,0
HIST-01642,EFFICACY_REAL_WORLD,3,0,US-West,0.365,4,379,0,0,201,0,0
HIST-01643,SAFETY_TOLERABILITY,2,0,US-East,0.309,0,40,-1,0,158,1,0
HIST-01644,PATIENT_SELECTION_POSITIONING,3,1,US-East,0.47,3,138,-1,0,223,1,0
HIST-01645,PATIENT_SELECTION_POSITIONING,3,1,US-Central,0.735,1,123,0,0,224,1,0
HIST-01646,ACCESS_REIMBURSEMENT,1,0,APAC,0.102,2,330,1,0,168,0,0
HIST-01647,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.103,1,73,-1,0,158,1,0
HIST-01648,UNMET_NEED,2,1,US-West,0.281,8,123,0,0,91,1,0
HIST-01649,DATA_GAP_EVIDENCE_NEED,1,0,US-Central,0.176,3,365,0,0,204,1,0
HIST-01650,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.26,4,358,-1,0,444,1,1
HIST-01651,PATIENT_SELECTION_POSITIONING,1,1,US-Central,0.332,3,4,-1,0,337,0,0
HIST-01652,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.34,6,323,0,0,287,1,0
HIST-01653,DOSING_ADMINISTRATION,2,0,APAC,0.194,0,356,0,0,215,1,0
HIST-01654,DIAGNOSTIC_MONITORING,2,0,EMEA,0.242,3,116,-1,0,101,0,0
HIST-01655,EFFICACY_REAL_WORLD,2,0,US-East,0.179,1,318,0,0,185,0,0
HIST-01656,COMPETITIVE_LANDSCAPE,3,0,EMEA,0.173,3,110,0,0,187,0,0
HIST-01657,CLINICAL_TRIAL_EXPERIENCE,3,0,APAC,0.311,4,51,0,0,309,0,0
HIST-01658,SAFETY_TOLERABILITY,2,1,US-East,0.346,5,244,-1,0,331,1,0
HIST-01659,GUIDELINES_PRACTICE_PATTERNS,3,1,APAC,0.311,2,112,0,0,180,0,0
HIST-01660,COMPETITIVE_LANDSCAPE,2,1,US-East,0.244,2,11,0,0,281,0,0
HIST-01661,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.06,1,240,-1,0,235,1,0
HIST-01662,UNMET_NEED,2,0,US-East,0.294,1,252,-1,0,228,0,0
HIST-01663,EFFICACY_REAL_WORLD,3,0,US-West,0.36,2,245,-1,0,219,1,0
HIST-01664,ACCESS_REIMBURSEMENT,2,0,US-West,0.166,1,192,0,0,188,1,0
HIST-01665,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.45,5,373,1,0,231,0,0
HIST-01666,SAFETY_TOLERABILITY,1,0,US-West,0.29,5,347,-1,0,105,0,0
HIST-01667,DATA_GAP_EVIDENCE_NEED,2,1,US-East,0.181,1,294,-1,0,144,0,0
HIST-01668,EFFICACY_REAL_WORLD,1,0,US-East,0.233,2,349,-1,0,278,1,0
HIST-01669,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.072,0,226,0,0,159,1,0
HIST-01670,UNMET_NEED,3,0,US-East,0.599,5,364,0,0,199,1,0
HIST-01671,EFFICACY_REAL_WORLD,3,0,APAC,0.341,4,58,1,0,91,0,0
HIST-01672,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.179,0,49,-1,0,181,1,0
HIST-01673,ACCESS_REIMBURSEMENT,3,0,US-West,0.08,1,78,0,0,171,1,0
HIST-01674,CLINICAL_TRIAL_EXPERIENCE,3,0,US-West,0.428,1,66,-1,0,209,0,0
HIST-01675,SAFETY_TOLERABILITY,2,0,US-East,0.591,8,299,1,0,83,1,1
HIST-01676,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.131,5,130,1,0,197,0,0
HIST-01677,DATA_GAP_EVIDENCE_NEED,3,0,US-West,0.247,11,140,1,1,216,0,0
HIST-01678,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.409,5,124,0,0,191,1,0
HIST-01679,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.023,0,361,1,0,277,0,0
HIST-01680,CLINICAL_TRIAL_EXPERIENCE,1,1,US-East,0.25,3,392,-1,0,233,0,1
HIST-01681,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.282,2,81,0,0,237,0,0
HIST-01682,PATIENT_SELECTION_POSITIONING,2,1,APAC,0.127,1,328,0,0,254,1,0
HIST-01683,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.222,1,175,0,0,217,0,0
HIST-01684,EFFICACY_REAL_WORLD,3,0,US-Central,0.315,5,336,-1,0,200,0,0
HIST-01685,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.235,5,84,-1,0,254,0,0
HIST-01686,DIAGNOSTIC_MONITORING,3,0,US-West,0.124,0,313,-1,0,88,1,0
HIST-01687,CLINICAL_TRIAL_EXPERIENCE,2,1,US-East,0.069,2,49,-1,0,217,0,0
HIST-01688,UNMET_NEED,2,1,US-West,0.164,0,92,-1,0,196,0,0
HIST-01689,GUIDELINES_PRACTICE_PATTERNS,1,0,US-East,0.276,5,251,0,0,187,0,0
HIST-01690,EFFICACY_REAL_WORLD,2,0,APAC,0.08,4,232,-1,0,85,0,0
HIST-01691,DOSING_ADMINISTRATION,1,1,US-East,0.202,9,223,1,0,181,1,0
HIST-01692,UNMET_NEED,2,0,APAC,0.077,2,17,-1,1,165,1,1
HIST-01693,UNMET_NEED,2,1,APAC,0.21,0,105,0,0,159,1,0
HIST-01694,EFFICACY_REAL_WORLD,1,0,APAC,0.56,4,299,0,0,346,1,0
HIST-01695,DIAGNOSTIC_MONITORING,2,0,US-West,0.309,1,185,0,0,204,0,0
HIST-01696,DOSING_ADMINISTRATION,1,1,EMEA,0.487,4,338,1,1,239,0,0
HIST-01697,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.256,10,86,0,1,189,0,1
HIST-01698,EFFICACY_REAL_WORLD,2,1,APAC,0.434,8,286,1,0,282,1,0
HIST-01699,EFFICACY_REAL_WORLD,2,0,US-Central,0.242,0,34,-1,0,322,0,0
HIST-01700,SAFETY_TOLERABILITY,2,0,US-East,0.269,4,160,-1,0,177,0,0
HIST-01701,COMPETITIVE_LANDSCAPE,3,0,US-East,0.244,4,376,1,0,232,0,0
HIST-01702,SAFETY_TOLERABILITY,2,0,EMEA,0.228,1,38,-1,0,229,0,0
HIST-01703,GUIDELINES_PRACTICE_PATTERNS,2,1,EMEA,0.306,0,297,-1,0,252,1,0
HIST-01704,EFFICACY_REAL_WORLD,2,0,APAC,0.289,2,145,-1,0,186,0,0
HIST-01705,DIAGNOSTIC_MONITORING,3,0,EMEA,0.098,2,101,0,0,168,0,0
HIST-01706,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.257,2,346,-1,0,108,1,0
HIST-01707,SAFETY_TOLERABILITY,3,1,APAC,0.219,0,105,-1,0,151,1,0
HIST-01708,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.032,5,205,-1,0,280,1,0
HIST-01709,DATA_GAP_EVIDENCE_NEED,2,1,US-West,0.119,4,325,-1,0,173,0,0
HIST-01710,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.238,4,30,-1,0,214,1,1
HIST-01711,CLINICAL_TRIAL_EXPERIENCE,3,0,APAC,0.557,8,183,0,0,235,1,1
HIST-01712,COMPETITIVE_LANDSCAPE,3,0,EMEA,0.568,1,95,0,0,258,1,0
HIST-01713,GUIDELINES_PRACTICE_PATTERNS,3,0,US-West,0.038,5,338,-1,0,172,0,0
HIST-01714,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.219,4,308,0,0,200,0,0
HIST-01715,GUIDELINES_PRACTICE_PATTERNS,3,0,US-East,0.488,1,226,0,1,301,1,0
HIST-01716,EFFICACY_REAL_WORLD,3,0,US-East,0.439,5,136,0,0,251,0,0
HIST-01717,UNMET_NEED,3,1,US-Central,0.533,7,243,-1,0,197,0,1
HIST-01718,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.661,3,64,-1,0,240,0,1
HIST-01719,DIAGNOSTIC_MONITORING,2,0,US-Central,0.197,1,42,-1,0,258,0,0
HIST-01720,GUIDELINES_PRACTICE_PATTERNS,3,1,US-Central,0.34,2,138,-1,0,320,0,0
HIST-01721,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.335,9,345,0,0,217,1,0
HIST-01722,UNMET_NEED,2,0,EMEA,0.145,4,83,0,0,250,0,0
HIST-01723,ACCESS_REIMBURSEMENT,3,0,APAC,0.034,6,69,0,0,286,0,0
HIST-01724,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.353,0,64,0,0,134,1,0
HIST-01725,ACCESS_REIMBURSEMENT,3,0,US-Central,0.077,0,289,-1,0,261,0,0
HIST-01726,DIAGNOSTIC_MONITORING,3,0,US-West,0.29,2,371,1,0,176,0,0
HIST-01727,DIAGNOSTIC_MONITORING,2,0,US-West,0.11,4,23,1,0,122,0,0
HIST-01728,ACCESS_REIMBURSEMENT,1,1,US-West,0.184,6,118,0,0,179,1,1
HIST-01729,COMPETITIVE_LANDSCAPE,1,1,US-Central,0.23,2,101,-1,0,186,1,1
HIST-01730,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.303,0,61,-1,1,280,1,1
HIST-01731,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.215,3,379,0,0,242,0,0
HIST-01732,UNMET_NEED,1,1,APAC,0.261,3,267,-1,0,206,0,0
HIST-01733,GUIDELINES_PRACTICE_PATTERNS,3,1,EMEA,0.194,3,21,-1,1,250,0,0
HIST-01734,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.156,3,219,0,0,197,0,0
HIST-01735,DIAGNOSTIC_MONITORING,3,0,EMEA,0.017,1,225,-1,1,318,0,0
HIST-01736,UNMET_NEED,3,0,US-Central,0.185,4,105,-1,0,66,0,0
HIST-01737,SAFETY_TOLERABILITY,2,0,US-East,0.176,3,64,0,1,223,1,0
HIST-01738,GUIDELINES_PRACTICE_PATTERNS,3,0,APAC,0.159,0,94,0,0,328,0,0
HIST-01739,DATA_GAP_EVIDENCE_NEED,3,1,EMEA,0.405,1,172,1,0,194,0,0
HIST-01740,EFFICACY_REAL_WORLD,2,0,US-West,0.159,1,150,1,0,196,1,0
HIST-01741,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.217,5,311,0,0,240,0,0
HIST-01742,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-West,0.415,4,388,0,0,243,0,0
HIST-01743,PATIENT_SELECTION_POSITIONING,1,1,US-East,0.278,2,204,-1,0,291,1,0
HIST-01744,UNMET_NEED,2,1,APAC,0.421,5,88,0,0,179,0,0
HIST-01745,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.411,1,298,0,0,364,1,1
HIST-01746,DOSING_ADMINISTRATION,2,0,US-West,0.255,1,151,0,0,244,0,0
HIST-01747,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.138,1,301,0,0,39,1,0
HIST-01748,ACCESS_REIMBURSEMENT,3,0,US-Central,0.71,1,227,0,0,207,0,0
HIST-01749,ACCESS_REIMBURSEMENT,2,0,EMEA,0.426,6,95,-1,0,300,0,1
HIST-01750,ACCESS_REIMBURSEMENT,2,0,US-Central,0.037,7,317,-1,0,191,0,0
HIST-01751,DIAGNOSTIC_MONITORING,3,0,US-West,0.235,7,314,-1,0,239,0,0
HIST-01752,DOSING_ADMINISTRATION,2,0,US-Central,0.008,1,120,-1,0,176,0,0
HIST-01753,SAFETY_TOLERABILITY,3,0,US-West,0.299,0,224,0,0,248,0,0
HIST-01754,DIAGNOSTIC_MONITORING,2,0,US-West,0.404,4,66,-1,0,225,0,0
HIST-01755,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-West,0.222,0,288,0,0,127,1,0
HIST-01756,GUIDELINES_PRACTICE_PATTERNS,1,1,US-East,0.148,5,91,-1,0,252,0,0
HIST-01757,UNMET_NEED,2,0,US-West,0.201,0,182,-1,0,281,0,0
HIST-01758,DIAGNOSTIC_MONITORING,1,1,US-East,0.228,9,280,-1,0,239,0,0
HIST-01759,UNMET_NEED,2,0,US-East,0.111,2,60,0,1,170,1,0
HIST-01760,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.067,5,231,-1,0,195,0,0
HIST-01761,GUIDELINES_PRACTICE_PATTERNS,3,1,US-Central,0.124,8,343,-1,0,106,0,0
HIST-01762,DOSING_ADMINISTRATION,3,1,US-Central,0.145,5,330,-1,0,224,0,0
HIST-01763,UNMET_NEED,2,1,US-West,0.448,2,148,0,0,120,0,0
HIST-01764,GUIDELINES_PRACTICE_PATTERNS,2,1,US-West,0.292,5,192,-1,0,224,0,1
HIST-01765,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.191,10,225,0,0,45,0,0
HIST-01766,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-Central,0.458,6,90,0,0,160,1,0
HIST-01767,DOSING_ADMINISTRATION,3,0,US-West,0.059,9,310,-1,0,64,0,0
HIST-01768,COMPETITIVE_LANDSCAPE,2,0,US-East,0.504,9,66,1,0,171,0,0
HIST-01769,ACCESS_REIMBURSEMENT,2,0,APAC,0.247,7,232,-1,0,151,0,1
HIST-01770,COMPETITIVE_LANDSCAPE,3,0,US-West,0.462,0,235,-1,0,222,1,0
HIST-01771,CLINICAL_TRIAL_EXPERIENCE,2,1,EMEA,0.422,3,46,0,0,196,1,1
HIST-01772,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.649,4,300,-1,0,262,0,0
HIST-01773,CLINICAL_TRIAL_EXPERIENCE,1,0,US-Central,0.015,2,75,1,0,108,0,0
HIST-01774,DOSING_ADMINISTRATION,2,0,APAC,0.217,0,152,0,0,197,1,0
HIST-01775,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.341,9,220,-1,0,266,0,1
HIST-01776,DIAGNOSTIC_MONITORING,2,0,EMEA,0.46,0,217,0,0,218,0,0
HIST-01777,EFFICACY_REAL_WORLD,3,0,APAC,0.47,3,275,-1,0,290,1,0
HIST-01778,PATIENT_SELECTION_POSITIONING,3,0,EMEA,0.22,0,324,0,0,215,1,0
HIST-01779,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.193,2,254,-1,0,120,1,0
HIST-01780,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-East,0.015,0,374,0,0,168,0,0
HIST-01781,PATIENT_SELECTION_POSITIONING,3,0,APAC,0.01,2,341,0,1,169,0,0
HIST-01782,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.357,5,137,0,0,274,0,0
HIST-01783,ACCESS_REIMBURSEMENT,2,0,EMEA,0.532,5,369,1,0,78,0,0
HIST-01784,ACCESS_REIMBURSEMENT,3,1,APAC,0.588,0,266,0,0,205,0,0
HIST-01785,EFFICACY_REAL_WORLD,2,0,EMEA,0.088,3,183,-1,0,337,1,0
HIST-01786,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.446,4,15,-1,0,115,0,0
HIST-01787,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.577,1,245,0,0,118,1,0
HIST-01788,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.334,1,121,-1,0,259,0,0
HIST-01789,UNMET_NEED,1,1,US-Central,0.364,1,149,-1,0,176,0,0
HIST-01790,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.25,1,322,0,0,224,1,0
HIST-01791,EFFICACY_REAL_WORLD,2,0,APAC,0.543,2,357,-1,0,92,0,0
HIST-01792,EFFICACY_REAL_WORLD,2,0,US-Central,0.437,3,198,0,0,233,0,0
HIST-01793,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.218,6,57,-1,0,307,0,0
HIST-01794,DIAGNOSTIC_MONITORING,2,1,APAC,0.139,11,33,-1,0,242,0,1
HIST-01795,ACCESS_REIMBURSEMENT,1,0,US-Central,0.262,9,197,0,0,131,0,0
HIST-01796,PATIENT_EXPERIENCE_ADHERENCE,3,0,APAC,0.286,5,363,-1,0,141,0,0
HIST-01797,DIAGNOSTIC_MONITORING,1,0,APAC,0.065,0,136,-1,0,297,0,0
HIST-01798,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.267,2,233,-1,0,161,1,0
HIST-01799,CLINICAL_TRIAL_EXPERIENCE,1,0,US-West,0.402,0,72,0,0,160,0,0
HIST-01800,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.362,1,66,-1,0,256,1,0
HIST-01801,COMPETITIVE_LANDSCAPE,2,0,US-West,0.142,2,166,0,0,351,0,0
HIST-01802,EFFICACY_REAL_WORLD,2,1,APAC,0.431,6,199,1,0,265,0,0
HIST-01803,SAFETY_TOLERABILITY,3,0,US-West,0.569,5,289,-1,0,193,0,0
HIST-01804,COMPETITIVE_LANDSCAPE,1,0,APAC,0.417,1,251,-1,0,221,0,0
HIST-01805,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.592,1,238,0,0,205,1,0
HIST-01806,DIAGNOSTIC_MONITORING,1,0,US-East,0.224,1,267,0,0,104,0,0
HIST-01807,UNMET_NEED,3,0,EMEA,0.297,7,21,0,0,244,0,0
HIST-01808,ACCESS_REIMBURSEMENT,3,0,APAC,0.196,0,346,-1,0,180,1,0
HIST-01809,ACCESS_REIMBURSEMENT,3,1,US-West,0.089,3,273,0,0,66,1,0
HIST-01810,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.242,7,25,1,0,170,0,0
HIST-01811,SAFETY_TOLERABILITY,2,1,EMEA,0.51,0,256,0,0,249,0,1
HIST-01812,ACCESS_REIMBURSEMENT,2,0,APAC,0.348,4,211,0,0,114,0,0
HIST-01813,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.246,5,74,-1,1,258,0,0
HIST-01814,DOSING_ADMINISTRATION,2,0,US-West,0.343,8,233,1,0,231,1,0
HIST-01815,GUIDELINES_PRACTICE_PATTERNS,2,1,US-Central,0.25,4,94,-1,1,230,0,0
HIST-01816,UNMET_NEED,1,0,US-East,0.333,2,192,1,1,162,0,1
HIST-01817,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.298,8,236,1,0,230,0,0
HIST-01818,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.246,0,269,1,0,385,1,0
HIST-01819,UNMET_NEED,2,0,US-East,0.048,2,184,-1,0,187,1,0
HIST-01820,DOSING_ADMINISTRATION,2,1,APAC,0.461,5,107,-1,0,264,1,0
HIST-01821,EFFICACY_REAL_WORLD,1,1,APAC,0.419,2,4,0,1,289,1,1
HIST-01822,SAFETY_TOLERABILITY,1,0,US-Central,0.188,0,276,-1,0,174,0,0
HIST-01823,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.419,3,241,-1,0,247,0,0
HIST-01824,GUIDELINES_PRACTICE_PATTERNS,1,1,US-West,0.198,7,213,-1,0,234,0,0
HIST-01825,PATIENT_EXPERIENCE_ADHERENCE,1,1,APAC,0.523,6,330,0,1,136,0,0
HIST-01826,SAFETY_TOLERABILITY,2,1,EMEA,0.349,5,26,0,0,100,1,0
HIST-01827,UNMET_NEED,3,0,US-West,0.161,7,27,0,0,98,1,0
HIST-01828,COMPETITIVE_LANDSCAPE,3,0,APAC,0.136,2,358,0,0,203,0,0
HIST-01829,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.283,10,309,0,0,262,0,0
HIST-01830,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.477,5,95,1,0,179,0,0
HIST-01831,UNMET_NEED,3,0,EMEA,0.179,10,167,-1,0,212,0,0
HIST-01832,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.277,0,383,-1,0,155,1,0
HIST-01833,DIAGNOSTIC_MONITORING,2,0,EMEA,0.171,1,118,1,0,186,1,0
HIST-01834,EFFICACY_REAL_WORLD,3,0,US-East,0.203,2,102,-1,0,206,1,0
HIST-01835,SAFETY_TOLERABILITY,2,0,US-East,0.363,0,236,-1,0,258,0,0
HIST-01836,SAFETY_TOLERABILITY,1,1,APAC,0.352,10,214,1,0,185,0,1
HIST-01837,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-Central,0.121,0,43,-1,0,111,0,0
HIST-01838,CLINICAL_TRIAL_EXPERIENCE,2,1,APAC,0.124,4,18,0,0,196,1,1
HIST-01839,EFFICACY_REAL_WORLD,3,0,APAC,0.045,0,143,-1,0,187,0,0
HIST-01840,UNMET_NEED,2,0,APAC,0.212,2,180,0,0,259,1,0
HIST-01841,DATA_GAP_EVIDENCE_NEED,3,0,US-West,0.484,4,114,0,0,250,1,0
HIST-01842,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.331,4,341,0,0,296,1,0
HIST-01843,EFFICACY_REAL_WORLD,2,0,EMEA,0.553,1,218,1,0,194,1,1
HIST-01844,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.019,6,163,0,0,170,0,0
HIST-01845,CLINICAL_TRIAL_EXPERIENCE,1,0,US-East,0.136,1,143,0,0,252,0,0
HIST-01846,COMPETITIVE_LANDSCAPE,2,0,US-West,0.284,0,63,-1,0,73,1,0
HIST-01847,DIAGNOSTIC_MONITORING,3,0,APAC,0.426,1,282,1,0,148,0,0
HIST-01848,ACCESS_REIMBURSEMENT,1,1,US-West,0.129,8,118,0,0,85,0,0
HIST-01849,DATA_GAP_EVIDENCE_NEED,1,1,US-Central,0.048,5,360,0,0,184,0,1
HIST-01850,PATIENT_SELECTION_POSITIONING,3,0,US-West,0.125,1,171,-1,0,329,1,0
HIST-01851,COMPETITIVE_LANDSCAPE,2,0,US-East,0.312,5,121,-1,0,278,0,1
HIST-01852,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-Central,0.164,0,310,1,1,171,1,0
HIST-01853,DOSING_ADMINISTRATION,3,0,APAC,0.159,3,272,0,0,177,0,0
HIST-01854,DOSING_ADMINISTRATION,3,0,US-East,0.228,5,253,0,0,88,1,0
HIST-01855,UNMET_NEED,3,1,APAC,0.296,6,325,-1,0,170,0,0
HIST-01856,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.65,4,131,-1,0,268,0,0
HIST-01857,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.218,3,170,-1,0,98,0,0
HIST-01858,CLINICAL_TRIAL_EXPERIENCE,1,1,APAC,0.255,7,83,0,0,204,0,0
HIST-01859,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.088,1,154,0,0,270,0,0
HIST-01860,UNMET_NEED,3,1,US-East,0.231,2,83,0,0,272,0,0
HIST-01861,COMPETITIVE_LANDSCAPE,3,0,US-West,0.299,4,300,1,1,260,0,0
HIST-01862,EFFICACY_REAL_WORLD,2,0,US-East,0.389,1,55,0,0,236,1,1
HIST-01863,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.127,1,364,0,1,200,0,0
HIST-01864,SAFETY_TOLERABILITY,3,0,EMEA,0.383,9,65,0,0,253,0,0
HIST-01865,CLINICAL_TRIAL_EXPERIENCE,1,0,US-East,0.376,0,348,0,0,214,0,0
HIST-01866,CLINICAL_TRIAL_EXPERIENCE,2,1,US-East,0.522,0,29,1,0,168,1,1
HIST-01867,DOSING_ADMINISTRATION,2,0,EMEA,0.179,4,155,-1,0,215,0,0
HIST-01868,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.288,1,276,1,0,165,1,0
HIST-01869,EFFICACY_REAL_WORLD,2,0,US-East,0.404,1,388,-1,0,184,1,0
HIST-01870,PATIENT_SELECTION_POSITIONING,1,1,US-Central,0.257,7,95,0,0,280,1,0
HIST-01871,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.29,2,27,-1,0,286,0,0
HIST-01872,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.499,0,178,-1,0,181,1,1
HIST-01873,PATIENT_SELECTION_POSITIONING,3,1,US-East,0.027,6,363,0,1,93,0,0
HIST-01874,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.086,11,211,0,0,219,0,0
HIST-01875,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.342,5,66,0,0,194,1,0
HIST-01876,EFFICACY_REAL_WORLD,3,0,US-West,0.265,1,297,0,0,281,0,0
HIST-01877,CLINICAL_TRIAL_EXPERIENCE,1,1,US-East,0.134,2,327,-1,0,187,0,0
HIST-01878,EFFICACY_REAL_WORLD,2,0,US-West,0.153,2,130,1,0,225,1,0
HIST-01879,DIAGNOSTIC_MONITORING,2,0,US-Central,0.379,1,315,0,0,261,1,0
HIST-01880,CLINICAL_TRIAL_EXPERIENCE,2,1,US-Central,0.574,0,11,0,0,109,1,0
HIST-01881,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.066,0,255,-1,0,232,1,0
HIST-01882,ACCESS_REIMBURSEMENT,2,0,US-Central,0.494,0,65,1,0,220,0,0
HIST-01883,COMPETITIVE_LANDSCAPE,2,0,US-West,0.126,7,87,0,0,275,1,0
HIST-01884,SAFETY_TOLERABILITY,2,1,APAC,0.326,0,131,1,0,138,0,0
HIST-01885,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.358,2,62,-1,0,95,1,1
HIST-01886,UNMET_NEED,2,0,US-East,0.092,9,48,-1,0,259,0,0
